"TransformerWinding:
ID","TransformerWinding:
InternalId","TransformerWinding:
Name","TransformerWinding:
Parent","TransformerWinding:
ObjectType","BaseVoltage:
Path","BaseVoltage:
InternalId","BaseVoltage:
Name","TransformerWinding:
ConductingEquipmentUsesABaseVoltage:
BaseVoltage:
ID","BaseVoltage:
Parent","BaseVoltage:
ObjectType"
_a5e74d58-e9c1-4dc0-96ab-0aa08127602d,1058283,Baja,_d74dee68-c645-46a8-8b78-0bef1d1fcc00,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4ccc0f4f-b3d1-498d-9a28-7a28cf9af3ad,1058817,Alta,_29337b3d-6ef4-4551-929b-b0297c4815d4,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_529641dd-2631-4654-ba93-ba89f6609c46,1058819,Baja,_29337b3d-6ef4-4551-929b-b0297c4815d4,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cc2a047b-9c83-4c6c-84a3-190a58cff127,1058822,Alta,_ce0131f8-24e2-45ad-98a8-584a1e4a311e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_420ca04e-a2ec-497c-abc1-c356cc2406cd,1058824,Baja,_ce0131f8-24e2-45ad-98a8-584a1e4a311e,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_25c37bb1-f54c-4268-8414-953ee6fdc817,1059204,Alta,_42c69a53-8554-4760-afe9-9999d7a2b119,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_369a2da4-e2e4-42b5-8c1b-a7184fe163a8,1059206,Baja,_42c69a53-8554-4760-afe9-9999d7a2b119,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_94273f5d-aaaf-46b8-a383-a2ac23aac537,1059652,Alta,_dc63aaa2-4091-4ffe-9141-d9708d9fc7f5,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bc9c2dc3-db6f-45a1-b728-51b8878bd45e,1059654,Baja,_dc63aaa2-4091-4ffe-9141-d9708d9fc7f5,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9e8ce7c3-6876-4a00-be7a-b39467c204e4,1059851,Alta,_ed2ca7f6-1d4f-4b0f-8264-40b9f8261007,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d114a62a-34c4-459b-8375-a6e6ce491781,1059853,Baja,_ed2ca7f6-1d4f-4b0f-8264-40b9f8261007,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2a680fd2-4ab9-44d5-9777-268d47cea4e6,1060511,Alta,_8bb89e96-8a97-4322-957f-00e8ac0ceb1c,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6dc89d72-0d41-4af6-9325-346e440e0f72,1060513,Baja,_8bb89e96-8a97-4322-957f-00e8ac0ceb1c,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8aa77177-52e5-45bd-8337-6126707b0091,1060828,Alta,_4bf14ae9-78a2-415e-a364-1cb9fb9bcc0a,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_235dbfd5-9b6a-4bc7-98d3-e09c3d1f4708,1060830,Baja,_4bf14ae9-78a2-415e-a364-1cb9fb9bcc0a,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e34f3dc2-457b-4c4e-8d13-0a3afabe311b,1061012,Alta,_195f9fae-baf9-4127-960f-f22364c8db48,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0e148dcf-2965-4ca8-9ca4-e11acbc31cc6,1061014,Baja,_195f9fae-baf9-4127-960f-f22364c8db48,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_98ee3150-1e0b-4e30-a0ba-0c615d23c60c,1061221,Alta,_500933bd-8e2f-42e7-b4bf-48035632d2da,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4bc12060-5f83-4e0b-9323-931fd2161ceb,1061223,Baja,_500933bd-8e2f-42e7-b4bf-48035632d2da,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_623929fa-1b15-4cfb-9a69-c1908ce394f6,1061226,Alta,_d5a82713-9b8e-4dc4-8383-cf49f8820cb1,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b75c4c7f-93d7-4888-83d5-2c0dab64d6b4,1061228,Baja,_d5a82713-9b8e-4dc4-8383-cf49f8820cb1,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_11bca949-7136-4768-a90e-ccf99e737c99,1061231,Alta,_f8ac1bcd-6460-4629-818a-8d26396c17d7,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c31730be-db10-4f93-8a0a-26d93cfd7873,1061233,Baja,_f8ac1bcd-6460-4629-818a-8d26396c17d7,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_15f991ca-85e8-42ee-b031-2d36a3c27bcd,1061528,Alta,_438bd731-af10-4537-a6e8-1db9897af894,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8457676d-16a7-4edf-b5ff-97c0bc0d7b5c,1061530,Baja,_438bd731-af10-4537-a6e8-1db9897af894,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_02dfc799-39ed-4e3f-a78e-ca017ee0e066,1061534,Alta,_d2794c53-b466-433d-a188-fb82b6690896,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c65981e5-1ee3-4197-908a-28b5fa4f66c5,1061536,Baja,_d2794c53-b466-433d-a188-fb82b6690896,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c3d089b3-631b-4ad6-a56a-343022f91f02,1061864,Alta,_b8d9d126-c6bf-4715-bd5b-69d510f427ea,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_437040e3-0ad9-47c1-a9e2-7c492e58087f,1061866,Baja,_b8d9d126-c6bf-4715-bd5b-69d510f427ea,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bdbed2ae-be37-4724-9275-7a2c5efabecb,1062409,Alta,_5a060c50-b705-4f66-92ab-9090c782db00,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2b83c1d8-b4ca-4a05-ba5f-d78fcf64ce2a,1062411,Baja,_5a060c50-b705-4f66-92ab-9090c782db00,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_59951e8c-3c2e-4a60-b64d-71ac145130ef,1062414,Alta,_13467ee5-9b97-49c2-bba8-efe0a9181508,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d5a586da-9c11-48b1-9f39-d8199b18d75e,1062416,Baja,_13467ee5-9b97-49c2-bba8-efe0a9181508,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5443cb0f-d3f4-48ae-b028-ba79c210486f,1062419,Alta,_208742b4-9c3b-40eb-9193-c3cc6fbe0fb4,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0c80aebf-6202-4164-b043-7a747ed0b53d,1062421,Baja,_208742b4-9c3b-40eb-9193-c3cc6fbe0fb4,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_816c7a88-f94c-49e9-876c-2953b957a767,1062425,Alta,_a37636dd-ffb5-4b21-b385-a7f16331a338,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4c43ec2e-732e-419f-ab7d-6afb0416b6c4,1062427,Baja,_a37636dd-ffb5-4b21-b385-a7f16331a338,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e888af20-667a-4a01-9268-15b31eba9229,1062430,Alta,_d134ec24-a13f-4551-8d74-18d38bac34c5,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2fa2c37d-dca5-44fe-a6c8-0719ea178993,1062432,Baja,_d134ec24-a13f-4551-8d74-18d38bac34c5,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e12caa4d-ecc7-4e65-8ab8-8a6bd969b10f,1062435,Alta,_92d8a19e-6679-47ee-826a-609d065a245c,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fbb8b474-1f39-4bf8-b299-7476b19a8d65,1062437,Baja,_92d8a19e-6679-47ee-826a-609d065a245c,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c3c5ab88-db8b-46fd-8e7a-2d9259633cba,1062609,Alta,_49a23b13-960e-41b0-addb-2426bde31eff,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3c1b41a1-e4cb-4a01-b10b-d20517c05f70,1062611,Baja,_49a23b13-960e-41b0-addb-2426bde31eff,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0f89c86f-b037-4b99-96c8-326917ea7b8e,1062828,Alta,_3ddd02e4-d347-4937-81e8-afd99f5608b8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_744062d4-0323-4615-aae9-408309f46979,1062830,Baja,_3ddd02e4-d347-4937-81e8-afd99f5608b8,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_df35b51c-4e9b-4f19-8698-e3691d3188d2,1062834,Alta,_c224b8e7-cbc7-4b6f-9ac0-b9bcef6abda0,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6299d8d9-625f-40b4-b679-66ef1d855c5e,1062836,Baja,_c224b8e7-cbc7-4b6f-9ac0-b9bcef6abda0,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d78cd4dc-2324-4243-b856-3e0386eb8522,1063155,Alta,_7da1a634-a8d4-493d-8398-81435a3e227e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d5cca1c6-0e08-4492-8e93-7ecd5292feb9,1063157,Baja,_7da1a634-a8d4-493d-8398-81435a3e227e,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d4b25903-2f86-4778-88a1-73894475edd3,1063518,Alta,_b552911a-b3ae-41cc-8c84-62d8173383cb,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_508d05ca-475d-4a8f-9b6f-967246eadfa4,1063520,Baja,_b552911a-b3ae-41cc-8c84-62d8173383cb,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_eaf75944-db82-4a5f-9006-a440ca894375,1063859,Alta,_fb6cf5bc-ddba-4ca9-b7f6-9008b7d097dc,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fa2977b3-d7cb-4034-81bf-cef9d4bf0002,1063861,Baja,_fb6cf5bc-ddba-4ca9-b7f6-9008b7d097dc,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6bb6eed7-c721-4138-8569-efd408e69015,1063865,Alta,_d1821292-c263-45ca-8ab3-dd6bdcaf0913,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_06077385-b18d-49bd-99e6-f85dadfe0525,1063867,Baja,_d1821292-c263-45ca-8ab3-dd6bdcaf0913,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_977b29b7-053a-45de-936b-3461e54c66ef,1064272,Alta,_5d3880b9-96f6-47cb-bf63-b76b8c2c8a98,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b4c7a487-69e4-4fcd-96c5-7728b56e4f57,1064274,Baja,_5d3880b9-96f6-47cb-bf63-b76b8c2c8a98,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d2a6164b-f23b-404a-bed9-e4c7d78b3535,1064278,Alta,_589dc520-2a2a-44ec-8056-3cdabfc1bcc5,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6112a335-3959-4eda-bde3-2c134640044c,1064280,Baja,_589dc520-2a2a-44ec-8056-3cdabfc1bcc5,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_05248608-9efb-4c46-9969-4456f8361076,1064284,Alta,_1b912d5a-081c-426a-a24a-7aadc0ffb2bf,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_49afb405-0a2f-4f31-b4d3-e1651b17285d,1064286,Baja,_1b912d5a-081c-426a-a24a-7aadc0ffb2bf,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_949a736d-7a39-44a3-a02d-0d38f8813fe4,1064290,Alta,_22e0990c-201f-44bb-8939-73d7674c25ab,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fe0c2aca-8a58-4ff9-9be0-884893ea44e4,1064292,Baja,_22e0990c-201f-44bb-8939-73d7674c25ab,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_17fbafde-057d-4a71-83e4-8023fe8f84b7,1064852,Alta,_72520375-0e4b-4c9c-a317-f328a98e7efb,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5a27374d-5d2e-471d-8acd-865e782b701b,1064854,Baja,_72520375-0e4b-4c9c-a317-f328a98e7efb,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1cfbb66f-2b91-42f1-afee-7160c0143967,1065190,Alta,_3ff19227-21b7-4f14-bb09-9032a88c3334,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_659b8f60-aac3-45c2-bb85-d63366bdffa9,1065192,Baja,_3ff19227-21b7-4f14-bb09-9032a88c3334,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0230b0c9-73fd-467d-ac49-8e82e8c95052,1065331,Alta,_956d63f7-5a5b-4923-96bd-12955c1b2080,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_02422ace-98db-4d7f-89b8-c5f514d7906a,1065333,Baja,_956d63f7-5a5b-4923-96bd-12955c1b2080,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c3c31b8d-b42b-451b-a897-48f1a92152a8,1065618,Alta,_b5bb6f50-c75d-4717-83af-98c22a3a9ba8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_15838b78-efd2-4534-8b44-9096c01aa8aa,1065620,Baja,_b5bb6f50-c75d-4717-83af-98c22a3a9ba8,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ae039d91-881b-42d2-be9d-49c861a0e48b,1065624,Alta,_fd345ab0-9645-461f-86a4-c344d5aca967,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0a5e257b-deea-4332-8544-6a3390204087,1065626,Baja,_fd345ab0-9645-461f-86a4-c344d5aca967,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_97376b86-69d8-4c89-a882-54fc7cce9fc7,1065957,Alta,_62c15634-6168-4de9-902c-e23638ffe5c7,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f697847a-7fde-411e-b82b-2ef5a3d944c3,1065959,Baja,_62c15634-6168-4de9-902c-e23638ffe5c7,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_441b086d-6b60-4cc1-9dbf-c93507fac202,1065963,Alta,_5bd44d0b-48cb-449a-9bf0-04be98ef8f86,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fcdcd449-bdc2-4f45-b9dd-bdcc36925dca,1065965,Baja,_5bd44d0b-48cb-449a-9bf0-04be98ef8f86,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_19a26aba-c417-4603-88f0-2f6e76231bff,1066328,Alta,_404399b3-1a92-41b6-9192-c6d261b6efda,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_39482d32-c4c3-4984-9bbc-44a3525d6c0b,1066330,Baja,_404399b3-1a92-41b6-9192-c6d261b6efda,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ff425aa6-ea3a-4098-8adf-e5e3383607e7,1066334,Alta,_e58e8e02-ae98-4b68-8c51-06c04272a9c8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_154d9612-9fb1-4234-af9b-b31a4fc567ed,1066336,Baja,_e58e8e02-ae98-4b68-8c51-06c04272a9c8,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
